Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Personality,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Interaction_Time,Social_Stress,Friends_to_Events_Ratio,Social_Media_Engagement,Social_Behavior,Energy_Social
1.0,6.0,6.0,6.0,8.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.9999983333361112,48.0,6.0,1
0.0,8.0,5.0,9.0,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.124998593751758,64.0,7.333333333333333,1
10.0,0.0,0.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,499999.99999999994,0.0,1.6666666666666667,0
6.0,3.0,2.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.3333288889037036,6.0,3.0,0
0.0,8.0,4.0,9.0,3.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.124998593751758,24.0,7.0,1
0.0,5.0,4.0,8.0,9.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.5999968000064002,45.0,5.666666666666667,1
3.0,4.0,5.0,11.0,4.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.7499931250171876,16.0,6.666666666666667,1
2.0,5.0,6.0,7.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.3999972000056,25.0,6.0,1
0.0,6.0,6.0,8.0,8.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.333331111114815,48.0,6.666666666666667,1
11.0,0.0,2.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,300000.0,0.0,1.6666666666666667,0
0.0,4.0,3.0,11.0,4.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,2.7499931250171876,16.0,6.0,1
7.0,1.0,0.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,2.0,0.3333333333333333,0
0.0,7.0,4.0,6.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.8571416326548106,42.0,5.666666666666667,1
1.0,9.0,7.0,13.0,3.0,Extrovert,1.0,0.0,1.0,0.0,16.0,0,1.4444428395079563,27.0,9.666666666666666,1
10.0,0.0,3.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,499999.99999999994,0.0,2.6666666666666665,0
6.0,2.0,2.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,2.4999875000625,2.0,3.0,0
8.0,0.0,0.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,399999.99999999994,0.0,1.3333333333333333,0
3.0,6.0,5.0,6.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999983333361112,48.0,5.666666666666667,1
6.0,2.0,1.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,2.0,1.3333333333333333,0
3.0,4.0,5.0,11.0,5.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.7499931250171876,20.0,6.666666666666667,1
2.0,7.0,4.0,13.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.8571402040854228,49.0,8.0,1
10.0,2.0,2.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.49999750001249993,2.0,1.6666666666666667,0
2.0,9.0,5.0,6.0,9.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,0.666665925926749,81.0,6.666666666666667,1
4.505816002819881,3.0,1.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.3333288889037036,0.0,2.6666666666666665,0
4.0,2.0,2.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.9999950000249999,4.0,2.0,0
0.0,9.0,4.0,10.0,5.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.1111098765445817,45.0,7.666666666666667,1
2.0,4.0,7.0,13.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,3.2499918750203127,16.0,8.0,1
6.0,3.0,1.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.6666611111296294,6.0,3.0,0
11.0,3.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.6666611111296294,0.0,2.6666666666666665,0
9.0,2.0,2.0,1.0,2.0,Extrovert,0.0,1.0,0.0,1.0,4.0,1,0.49999750001249993,4.0,1.6666666666666667,0
5.0,2.0,0.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999900000499997,4.0,2.0,0
3.0,8.0,6.0,9.0,7.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.124998593751758,56.0,7.666666666666667,1
3.0,5.0,5.0,6.0,9.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.1999976000048,45.0,5.333333333333333,1
8.0,3.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.3333322222259259,6.0,2.0,0
4.505816002819881,6.0,6.0,12.0,6.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.9999966666722224,36.0,8.0,1
3.0,3.963354474982382,4.0,11.0,8.0,Extrovert,1.0,0.0,1.0,0.0,7.963354474982382,0,2.7754197398282168,31.706835799859057,6.321118158327461,1
4.0,1.0,0.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,2.9999700002999967,2.0,1.3333333333333333,0
7.0,1.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.9999700002999967,0.0,1.6666666666666667,0
5.0,1.0,2.0,5.0,2.0,Introvert,1.0,0.0,0.0,1.0,3.0,1,4.999950000499995,2.0,2.6666666666666665,0
3.0,4.0,5.0,8.0,3.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.9999950000125002,12.0,5.666666666666667,1
1.0,4.0,7.0,7.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.7499956250109376,28.0,6.0,1
4.0,2.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,2.0,2.3333333333333335,0
2.0,9.0,7.0,7.0,9.0,Extrovert,1.0,0.0,1.0,0.0,16.0,0,0.7777769135812072,81.0,7.666666666666667,1
0.0,6.0,5.0,7.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.1666647222254631,42.0,6.0,1
5.0,3.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.6666611111296294,3.0,2.6666666666666665,0
4.0,0.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,499999.99999999994,0.0,1.6666666666666667,0
7.0,2.0,0.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.49999750001249993,2.0,1.0,0
0.0,6.0,4.0,11.0,5.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.8333302777828704,30.0,7.0,1
3.0,5.0,7.0,14.0,7.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,2.7999944000112,35.0,8.666666666666666,1
2.0,5.0,4.0,6.0,4.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.1999976000048,20.0,5.0,1
0.0,7.0,5.0,7.0,6.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.9999985714306123,42.0,6.333333333333333,1
9.0,2.0,0.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.9999950000249999,0.0,1.3333333333333333,0
7.0,2.0,1.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.9999900000499997,0.0,2.3333333333333335,0
4.505816002819881,3.0,2.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,0.0,2.6666666666666665,0
2.0,6.0,5.0,7.0,9.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.1666647222254631,54.0,6.0,1
2.0,9.0,5.0,10.0,3.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.1111098765445817,27.0,8.0,1
5.0,3.0,2.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,6.0,2.6666666666666665,0
2.0,7.0,6.0,6.0,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.8571416326548106,56.0,6.333333333333333,1
6.0,0.0,2.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,99999.99999999999,0.0,1.0,0
1.0,5.0,4.0,14.0,3.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.7999944000112,15.0,7.666666666666667,1
3.0,4.0,4.0,14.0,7.0,Introvert,1.0,0.0,1.0,0.0,8.0,0,3.4999912500218753,28.0,7.333333333333333,1
2.0,5.0,4.0,12.0,5.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.3999952000096,25.0,7.0,1
2.0,5.0,4.0,8.0,8.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.5999968000064002,40.0,5.666666666666667,1
1.0,5.0,7.0,8.0,7.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.5999968000064002,35.0,6.666666666666667,1
7.0,2.0,2.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.0,0.0,1.3333333333333333,0
0.0,5.0,4.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.3999952000096,15.0,7.0,1
10.0,3.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.6666644444518518,6.0,2.0,0
0.0,4.0,6.0,10.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.499993750015625,32.0,6.666666666666667,1
3.0,9.0,7.0,14.0,4.0,Extrovert,1.0,0.0,1.0,0.0,16.0,0,1.5555538271624143,36.0,10.0,1
0.0,7.0,6.0,14.0,7.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.9999971428612247,49.0,9.0,1
1.0,5.0,7.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,2.3999952000096,15.0,8.0,1
10.0,1.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,4.999950000499995,1.0,2.0,0
2.0,9.0,6.0,10.0,9.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,1.1111098765445817,81.0,8.333333333333334,1
4.0,2.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999950000249999,4.0,1.6666666666666667,0
0.0,5.0,3.0,9.0,9.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,1.7999964000072002,45.0,5.666666666666667,1
2.0,5.0,6.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.3999952000096,15.0,7.666666666666667,1
9.0,2.0,2.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.4999925000374998,0.0,2.3333333333333335,0
1.0,6.0,4.0,13.0,4.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.1666630555615742,24.0,7.666666666666667,1
10.0,2.0,2.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.0,0.0,1.3333333333333333,0
9.0,0.0,0.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,99999.99999999999,0.0,0.3333333333333333,0
3.0,8.0,5.0,7.0,9.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.8749989062513672,72.0,6.666666666666667,1
6.0,1.0,1.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,4.999950000499995,2.0,2.3333333333333335,0
10.0,0.0,0.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,99999.99999999999,0.0,0.3333333333333333,0
6.0,2.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.4999925000374998,0.0,2.0,0
9.0,0.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,499999.99999999994,0.0,1.6666666666666667,0
3.0,4.0,7.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,3.2499918750203127,24.0,8.0,1
2.0,4.0,5.0,14.0,9.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,3.4999912500218753,36.0,7.666666666666667,1
10.0,3.0,0.0,0.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.0,3.0,1.0,0
0.0,6.0,4.0,13.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.1666630555615742,48.0,7.666666666666667,1
5.0,3.0,1.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.6666611111296294,0.0,3.0,0
0.0,4.0,4.0,14.0,9.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,3.4999912500218753,36.0,7.333333333333333,1
4.0,0.0,2.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,99999.99999999999,0.0,1.0,0
0.0,8.0,6.0,11.0,9.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.3749982812521484,72.0,8.333333333333334,1
11.0,2.0,1.0,2.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999950000249999,2.0,1.6666666666666667,0
0.0,5.0,4.0,12.0,6.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.3999952000096,30.0,7.0,1
7.0,2.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,0.0,2.3333333333333335,0
2.0,8.0,5.0,7.0,3.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.8749989062513672,24.0,6.666666666666667,1
5.0,0.0,0.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,99999.99999999999,0.0,0.3333333333333333,0
11.0,1.0,0.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,3.9999600003999958,1.0,1.6666666666666667,0
10.0,2.0,0.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.0,4.0,0.6666666666666666,0
3.0,5.0,4.0,8.0,4.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.5999968000064002,20.0,5.666666666666667,1
5.0,1.0,0.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,1.9999800001999979,2.0,1.0,0
1.0,3.963354474982382,7.0,14.0,3.0,Extrovert,1.0,0.0,1.0,0.0,10.963354474982381,0,3.532352396145003,11.890063424947147,8.32111815832746,1
7.0,1.0,0.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.9999900000999989,2.0,0.6666666666666666,0
4.0,3.0,2.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.6666644444518518,0.0,2.3333333333333335,0
0.0,6.0,4.0,7.0,6.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.1666647222254631,36.0,5.666666666666667,1
5.0,0.0,2.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.0,0.0,0.6666666666666666,0
2.0,6.0,5.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.1666630555615742,36.0,8.0,1
10.0,1.0,2.0,4.0,1.0,Introvert,0.0,1.0,1.0,0.0,3.0,1,3.9999600003999958,1.0,2.3333333333333335,1
1.0,3.963354474982382,4.0,10.0,7.0,Extrovert,1.0,0.0,1.0,0.0,7.963354474982382,0,2.523108854389288,27.743481324876676,5.987784824994127,1
4.0,1.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,4.999950000499995,0.0,2.0,0
2.0,5.0,6.0,13.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.5999948000104003,20.0,8.0,1
3.0,6.0,4.0,6.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,0.9999983333361112,48.0,5.333333333333333,1
3.0,6.0,7.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,2.1666630555615742,36.0,8.666666666666666,1
4.0,2.0,2.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.0,0.0,1.3333333333333333,0
6.0,0.0,0.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,399999.99999999994,0.0,1.3333333333333333,0
4.505816002819881,6.0,5.0,12.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.9999966666722224,42.0,7.666666666666667,1
6.0,0.0,1.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
10.0,2.0,1.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,4.0,1.3333333333333333,0
0.0,9.0,6.0,7.0,6.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,0.7777769135812072,54.0,7.333333333333333,1
1.0,9.0,4.0,12.0,4.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.333331851853498,36.0,8.333333333333334,1
11.0,0.0,1.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,199999.99999999997,0.0,1.0,0
4.0,0.0,2.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,99999.99999999999,0.0,1.0,0
6.0,3.0,1.0,2.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.6666644444518518,3.0,2.0,0
10.0,1.0,0.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.9999900000999989,2.0,0.6666666666666666,0
7.0,3.0,2.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.6666611111296294,0.0,3.3333333333333335,0
8.0,1.0,1.0,3.0,2.0,Introvert,1.0,0.0,0.0,1.0,2.0,1,2.9999700002999967,2.0,1.6666666666666667,0
11.0,0.0,1.0,0.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
1.0,4.0,5.0,13.0,5.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,3.2499918750203127,20.0,7.333333333333333,1
1.0,5.0,5.0,9.0,5.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.7999964000072002,25.0,6.333333333333333,1
2.0,7.0,4.0,12.0,7.0,Introvert,1.0,0.0,1.0,0.0,11.0,0,1.7142832653096212,49.0,7.666666666666667,1
2.0,4.0,5.0,8.0,5.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.9999950000125002,20.0,5.666666666666667,1
5.0,2.0,1.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,2.0,1.3333333333333333,0
5.0,0.0,0.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,199999.99999999997,0.0,0.6666666666666666,0
4.0,2.0,2.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.9999900000499997,0.0,2.6666666666666665,0
6.0,3.0,1.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.6666611111296294,3.0,3.0,0
6.0,2.0,2.0,0.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.0,2.0,1.3333333333333333,0
3.0,7.0,4.0,10.0,9.0,Introvert,1.0,0.0,1.0,0.0,11.0,0,1.4285693877580177,63.0,7.0,1
3.0,8.0,6.0,9.0,8.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.124998593751758,64.0,7.666666666666667,1
6.0,0.0,0.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,199999.99999999997,0.0,0.6666666666666666,0
4.0,1.0,1.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.9999900000999989,0.0,1.0,0
6.0,3.0,0.0,0.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.0,3.0,1.0,0
10.0,3.0,2.0,3.0,1.0,Extrovert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,3.0,2.6666666666666665,0
0.0,4.0,4.0,10.0,9.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.499993750015625,36.0,6.0,1
2.0,9.0,5.0,9.0,9.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,0.9999988888901234,81.0,7.666666666666667,1
6.0,0.0,0.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,300000.0,0.0,1.0,0
6.0,3.0,1.0,0.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.0,3.0,1.3333333333333333,0
9.0,2.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,0.0,2.3333333333333335,0
1.0,4.0,7.0,11.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.7499931250171876,32.0,7.333333333333333,1
8.0,0.0,1.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,199999.99999999997,0.0,1.0,0
0.0,8.0,5.0,7.0,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.8749989062513672,64.0,6.666666666666667,1
2.0,9.0,7.0,14.0,3.0,Extrovert,1.0,0.0,1.0,0.0,16.0,0,1.5555538271624143,27.0,10.0,1
3.0,9.0,4.0,13.0,5.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.4444428395079563,45.0,8.666666666666666,1
9.0,2.0,0.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.0,0.0,0.6666666666666666,0
9.0,3.0,2.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.6666611111296294,3.0,3.3333333333333335,0
7.0,3.0,0.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.3333322222259259,3.0,1.3333333333333333,0
7.0,0.0,1.0,0.0,0.0,Extrovert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
4.0,0.0,1.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
3.0,5.0,3.0,12.0,4.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.3999952000096,20.0,6.666666666666667,1
4.505816002819881,2.0,1.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,2.0,2.6666666666666665,0
5.0,2.0,1.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,4.0,1.3333333333333333,0
3.0,4.0,7.0,8.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.9999950000125002,20.0,6.333333333333333,1
9.0,0.0,1.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
2.0,4.0,5.0,13.0,4.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,3.2499918750203127,16.0,7.333333333333333,1
7.0,1.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999800001999979,2.0,1.3333333333333333,0
10.0,2.0,1.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,2.0,1.3333333333333333,0
1.0,6.0,6.0,14.0,6.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,2.3333294444509263,36.0,8.666666666666666,1
5.0,1.0,2.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999900000999989,1.0,1.3333333333333333,0
3.0,7.0,4.0,14.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.9999971428612247,49.0,8.333333333333334,1
2.0,5.0,6.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.3999952000096,40.0,7.666666666666667,1
7.0,0.0,0.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,399999.99999999994,0.0,1.3333333333333333,0
11.0,2.0,1.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,2.0,2.6666666666666665,0
6.0,1.0,0.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,2.0,0.3333333333333333,0
2.0,7.0,5.0,8.0,5.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.142855510206414,35.0,6.666666666666667,1
8.0,0.0,1.0,0.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.3333333333333333,0
7.0,0.0,1.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,399999.99999999994,0.0,1.6666666666666667,0
5.0,0.0,0.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,300000.0,0.0,1.0,0
3.0,7.0,7.0,7.0,3.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,0.9999985714306123,21.0,7.0,1
6.0,3.0,0.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999966666777778,3.0,2.0,0
0.0,5.0,7.0,9.0,4.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.7999964000072002,20.0,7.0,1
2.0,5.0,7.0,11.0,9.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,2.1999956000088003,45.0,7.666666666666667,1
1.0,6.0,6.0,11.0,7.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.8333302777828704,42.0,7.666666666666667,1
3.0,6.0,4.0,7.0,3.564726631393298,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.1666647222254631,21.388359788359786,5.666666666666667,1
2.0,4.0,6.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,3.2499918750203127,24.0,7.666666666666667,1
3.0,9.0,6.0,7.0,9.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,0.7777769135812072,81.0,7.333333333333333,1
0.0,8.0,5.0,14.0,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.7499978125027345,64.0,9.0,1
1.0,7.0,4.0,13.0,9.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.8571402040854228,63.0,8.0,1
4.0,3.0,1.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.6666611111296294,0.0,3.0,0
2.0,4.0,4.0,7.0,5.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,1.7499956250109376,20.0,5.0,1
8.0,0.0,2.0,0.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.0,0.0,0.6666666666666666,0
2.0,6.0,5.0,8.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.333331111114815,48.0,6.333333333333333,1
1.0,5.0,4.0,14.0,3.0,Introvert,1.0,0.0,1.0,0.0,9.0,0,2.7999944000112,15.0,7.666666666666667,1
8.0,3.0,2.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,0.0,2.6666666666666665,0
4.0,3.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.9999966666777778,0.0,2.3333333333333335,0
6.0,0.0,2.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,399999.99999999994,0.0,2.0,0
0.0,4.0,7.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,3.2499918750203127,24.0,8.0,1
2.0,9.0,7.0,9.0,4.0,Extrovert,1.0,0.0,1.0,0.0,16.0,0,0.9999988888901234,36.0,8.333333333333334,1
9.0,1.0,0.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,3.9999600003999958,1.0,1.6666666666666667,0
0.0,4.0,6.0,8.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.9999950000125002,32.0,6.0,1
8.0,0.0,2.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,399999.99999999994,0.0,2.0,0
